,Unnamed: 0,Id,Impact,Urgency,IncidentType,ServiceProcessed,MailSubject,MailTextBody,ManualGroups,Combined_Content
1628,1531,INC000009545887,4-Minor/Localized,4-Low,Service Request,EDA_S_Order Management,Beginn neue Mitarbeiterin an Zentrale - Laptop,"guten tag  am mittwoch beginnt bei uns gabrielle wilhelm als assistenz-pb zentrale. sie bleibt bis zum 31.12.2019. gabrielle wilhelm war vorher im feld und wir sind davon ausgegangen, dass sie einen laptop mitbringt. leider ist dem nun nicht so. wir haben bei uns einen reserve-laptop und werden sie auf diesem freischalten lassen (smartcard bringt sie mit). wie muss ich vorgehen, damit frau wilhelm einen eigenen laptop bekommt? e-order / moves übernimmt jeweils meine kollegin iris kistler, sie ist aber diese woche in den ferien.  vielen dank und freundliche grüsse",,beginn mitarbeiterin zentrale laptop tag beginnen assistenzpb zentrale ausgehen laptop mitbringen reservelaptop freischalten smartcard bringen vorgehen laptop bekommen eorder moves übernehmen jeweils woche ferien
1629,1530,INC000009545595,3-Moderate/Limited,3-Medium,Service Request,_Pending,Bitte um dringenden Rückruf - Danke!,guten tag  ich hätte ein dringendes anliegen. für einen baldigen rückruf danke ich. beste grüsse,Smart_Device___MDM|Notebook,dringend rückruf tag dringend anliegen baldig rückruf
1630,1529,INC000009545542,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_Mailbox,Outlook Speicherkapazität,"liebes helpdesk-team,  könnten sie mir bitte vorübergehen meine outlook-speicherkapazität erhöhen? bis ende der woche? damit wäre mir schon sehr geholfen.  ich werden die mails entsprechend verschieben.  besten dank vorab.  viele grüsse, yasemin    freundliche grüsse saygilarimla, best regards",Outlook,outlook speicherkapazität lieb helpdeskteam vorübergehen outlookspeicherkapazität erhöhen woche helfen mails verschieben gut vorab saygilarimla regards
1631,1528,INC000009545339,3-Moderate/Limited,4-Low,Failure,EDA_S_Mobile Kommunikation,Smartphone - Max Muster MXM - Vibrator function funktioniert nicht mehr (Reparatur),"sehr geehrte damen und herren  das smartphone von Max Muster berst funktioniert nicht mehr einwandfrei. der vibrator ist kaputt. das smartphone hat er im kobü/botschaft in haiti bekommen (sein telefon hat keine asset nummer; es ist aber ein geschäftstelefon). es fragt sich, ob er dieses nicht auswechseln sollte. zudem benötigt er eine geschäftliche sim-karte, die ich, so nehme ich an, mittels e-order bestellen muss – oder könnten sie das tun?  es würde mich freuen, von ihnen zu hören. bitte senden sie ihren feed-back direkt an Max Muster mit cc. an mich.   fg peter schüpbach (super-user)     this e-mail may contain trade secrets or privileged, undisclosed or otherwise confidential information. if you have received this e-mail in error, you are hereby notified that any review, copying or distribution of it is strictly prohibited. please inform us immediately and destroy the original transmittal. thank you for your cooperation.",Smart_Device___MDM,smartphone vibrator function funktionieren reparatur smartphone berst funktionieren einwandfrei vibrator kaputt smartphone kobübotschaft haiti bekommen telefon asset nummer geschäftstelefon fragen auswechseln benötigen geschäftlich simkarte eorder bestellen freuen hören senden feedback schüpbach superuser this email contain trade secrets privileged undisclosed otherwise confidential you have received this email error you are hereby notified that any review copying distribution strictly prohibited please inform immediately destroy the original transmittal thank you your cooperation
1632,1527,INC000009545313,4-Minor/Localized,4-Low,Service Request,EDA_S_Order Management,Dockingstation MXM A-0 1 2 3 ,"lieber helpdesk  für unsere neue mitarbeiterin Max Muster bst möchte ich eine neue dockingstation bestellen.  sie besitzt einen neuen dell computer, welchen man nur noch per kabel anschliesst. die dockingstation sollte im büro a-0 1 2 3 angeschlossen werden.  besten dank für ihre arbeit.  freundliche grüsse",,dockingstation mitarbeiterin bst dockingstation bestellen besitzen dell computer anschliesst dockingstation büro anschließen gut arbeit
1633,1526,INC000009545292,4-Minor/Localized,4-Low,Service Request,EDA_S_Raumbewirtschaftung,Zutritt Standort Effingerstrasse 0 1 2 3 ,liebes helpdesk  ich arbeite als externer business analyst im projek kd case management.  dazu habe ich meine smartcard erhalten mit zutritt zum standort freiburgstrasse 0 1 2 3 .  da ich primär mit den fachvertretern der konsularischen direktion arbeite benötige ich zutritt zum standort effingerstrasse 0 1 2 3 . können sie mir bitte den zutritt ggf. freigeben?  vielen dank und freundliche grüsse,,zutritt standort effingerstrasse lieb arbeiten extern business analyst projek case management smartcard zutritt standort freiburgstrasse primär fachvertretern konsularischen direktion arbeiten benötigen zutritt standort effingerstrasse zutritt freigeben
1634,1525,INC000009544604,4-Minor/Localized,4-Low,Service Request,EDA_S_Netzdrucker,Bereinigung Print Server Beijing,"guten tag  folgende geräte können auf dem print server in beijing gelöscht werden:   ·    bei-l001-2-m602     0 1 2 3 .26.28.0 1 2 3 gerät nicht vorhanden, bitte im hw-inventory entfernen   ·    bei-l206-1-c534     0 1 2 3 .26.28.0 1 2 3 gerät entsorgt (nicht im inventory)   ·    digital sender hp 0 1 2 3 .26.28.0 1 2 3 gerät entsorgt (nicht im inventory)    es gibt einen alten diletta 550i passdrucker (0 1 2 3 ) in reserve. da ein diletta 880i in reserve vorhanden ist, wird der 550i nicht mehr benützt. kann dieser vor ort entsorgt werden?   besten dank.  freundliche grüsse",Drucker___Multifunktionsgeräte_,bereinigung print server beijing tag geräte print server beijing löschen geraten vorhanden hwinventory entfernen geraten entsorgen inventory digital sender geraten entsorgen inventory passdrucker reserve reserve vorhanden benützen entsorgen gut
1635,1524,INC000009544587,4-Minor/Localized,4-Low,Failure,EDA_S_APS_OS_BasisSW,Word Dokumente können nicht mehr geöffnet werden,"sehr geehrte damen und herren  einer meiner kollegen hat folgendes problem: jedes mal wenn er ein word dokument auf seinem notebook öffnen will erscheint die fehlermeldung dass es sich um ein dokument von vor 2007 handelt und es mittels dem programm «document converter» konvertiert werden muss. er sagt mir, dass das problem seit freitag besteht, seit er das windows update gemacht hat.  es betrifft den benutzer afridi hamid raza haf, notebook edaws 0 1 2 3 besten dank für ihre hilfe und freundliche grüsse",,word dokumente öffnen problem word dokument notebook öffnen erscheinen fehlermeldung dokument handeln programm document converter konvertieren problem windows update betreffen benutzer notebook edaws gut hilfe
1636,1523,INC000009544220,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_UCC_Benutzertelefonie,Kamera,"liebes helpdesk  bei mir geht seit mehreren tagen die kamera nicht mehr. könnten sie mir behilflich sein, warum meine videokamera nicht mehr aktif ist. vielen dank lg mehmet  freundliche grüsse saygilarimla, best regards",,lieb mehrer behilflich videokamera aktif saygilarimla regards
1637,1522,INC000009544071,4-Minor/Localized,4-Low,Service Request,EDA_S_Mobile Kommunikation,Skype Business Mobile,"liebe kolleginnen  es tut mir leid, dass ich sie mit dieser kleinigkeit belästigen muss. ich kann mich auf dem mobile nicht mehr auf skype for business anmelden, das passwort stimmt nicht (mehr).  ich erinnere mich nicht mehr, an welches passwort dasjenige von skype gekoppelt ist. und kann nicht nachvollziehen, wieso es nicht mehr geht. zurücksetzen konnte ich es auch nicht.  können sie mir weiterhelfen? ich bin international unterwegs und müsste einem kollegen einen rückruf tätigen (über telefon wären kosten zu hoch)  herzlichen dank und beste grüsse",Benutzeranleitungen_Telefonie,skype business mobil kolleginnen kleinigkeit belästigen mobil skype business anmelden passwort stimmen erinnern passwort derjenige skype koppeln nachvollziehen zurücksetzen weiterhelfen international unterwegs rückruf tätig telefon herzlich
1638,1521,INC000009544069,3-Moderate/Limited,4-Low,Failure,EDA_S_BA_UCC_Benutzertelefonie,Telefonnummer funktioniert nicht,"guten tag  ich habe heute nachmittag festgestellt, dass meine telefonnummer auf skype nicht richtig funktioniert. ausgehende anrufe funktionieren, eingehende jedoch nicht, respektive nur über die mailadresse, aber nicht über die telefonnummer. darf ich sie bitten, mich diesbezüglich am montag zu kontaktieren?  besten dank und freundliche grüsse",,telefonnummer funktionieren tag nachmittag feststellen telefonnummer skype richtig funktionieren ausgehend anrufe funktionieren eingehend respektive mailadresse telefonnummer diesbezüglich kontaktieren gut
1639,1520,INC000009543872,4-Minor/Localized,4-Low,Service Request,EDA_S_Order Management,Standalone Notebook,"sehr geehrte damen und herren,  die vertretung in ljubljana verfügt über ein standalone notebook, das wir nichts zu windows 10 updaten können. wäre es möglich, dieses notebook zurück in die schweiz zu schicken und ein neues erhalten?  beste grüsse",,standalone notebook vertretung ljubljana verfügen standalone notebook windows updaten notebook schweiz schick
1640,1519,INC000009543744,4-Minor/Localized,4-Low,Failure,EDA_ANW_Internet EDA,microsoft edge,"liebe helpdesk,  ich erhalte keinen zugriff aufs internet mehr (via «microsoft edge»)  mit freundlichen grüsse",,microsoft edge erhalten zugreifen aufs internet via microsoft edge freundlich
1641,1518,INC000009543360,3-Moderate/Limited,4-Low,Failure,EDA_S_APS_OS_BasisSW,Problem Verbindung WLAN,"liebe kolleginnen & kollegen,  ich habe schwierigkeiten mit meinem rechner: ich kann mich nicht in ein wlan einwählen, weil sich der flugmodus meines rechners nicht abschalten lässt (siehe screenshot anbei zur information). was kann ich tun, um diese schwierigkeit zu beheben?  viele grüsse",,problem verbindung wlan kolleginnen schwierigkeiten rechner wlan einwählen flugmodus rechners abschalten lässt screenshot anbei schwierigkeit beheben
1642,1517,INC000009542933,4-Minor/Localized,4-Low,Failure,EDA_S_APS_Monitor,defekter Bildschirm,"guten morgen  mein zweiter bildschirm (nr. 0 1 2 3 ) ist defekt. er hat zwar noch strom (die kleine blaue lampe leuchtet, blickt zwischendurch zwar), doch zeigt er kein bild.  bereits vor ca. zwei wochen löschte er zwischendurch immer wieder ab. nachdem ich ihn ausgesteckt und wieder eingesteckt habe, funktionierte er nach einem neustart des pc wieder. doch heute half auch dies nicht.  freundliche grüsse",,defekt bildschirm zweit bildschirm defekt blau leuchten blicken zwischendurch zeigen wochen löschen zwischendurch ausgesteckt einstecken funktionieren neustart helfen
1643,1516,INC000009542827,4-Minor/Localized,4-Low,Service Request,EDA_S_BA_UCC_IVR,IVR - Zugriff von zu Hause,"guten morgen,  ich hatte mir notiert, dass nach der migration auf die neue serverinfrastruktur auch von zu hause aus mit dem laptop auf den ivr zugegriffen werden kann. ist dies nun der fall? genügt der link auf den ivr, oder benötigt es spezielle berechtigungen oder einstellungen? ist ein absehbarer zeit auch ein zugriff per mobiltelefon möglich?  besten dank für ihre bemühungen.  freundliche grüsse",Interactive_Voice_Response__IVR_,ivr zugreifen notieren migration serverinfrastruktur laptop ivr zugreifen genügen link ivr benötigen spezielle berechtigungen einstellungen absehbar zeit zugreifen mobiltelefon gut bemühungen
1644,1515,INC000009542748,4-Minor/Localized,4-Low,Failure,EDA_ANW_SysP eDoc,Nicht möglich im Richclient/Vision ausdrucken.,"sehr geehrte damen und herrren,  seit dem upgrade ist es mir nicht mehr möglich im richclient, vision+ und orbis auszudrucken. könnten sie mir vielleicht weiterhelfen?  anbei folgende fehlermeldungen:  richclient:  [cid:image001.png@01d563ce.6d8ae690]  vision+  [cid:image002.png@01d563ce.6d8ae690]  orbis - reports [cid:image003.png@01d563cf.3b569dd0]    freundliche grüsse",eSysp___Biometrie,richclientvision ausdrucken herrren upgrade richclient vision orbis ausdrucken weiterhelfen anbei fehlermeldungen richclient vision orbis reports
1645,1513,INC000009542656,4-Minor/Localized,4-Low,Service Request,EDA_S_Netzdrucker,Einbindung HP LaserJet in Netzwerk Barcelona,sehr geehrte kolleginnen und kollegen  darf ich sie bitten folgender netzwerkfähiger und scheinbar weiterhin unterstützter drucker in das netzwerk dieser vertretung einzubinden:  hp laser jet 0 1 2 3 m602 asset-nr. 0 1 2 3 s/n cnbvd4k1g6  im voraus besten dank und mit freundlichen grüsse,Drucker___Multifunktionsgeräte_,einbindung laserjet netzwerk barcelona kolleginnen netzwerkfähiger unterstützt netzwerk vertretung einbinden laser jet assetnr cnbvd4k1g6 voraus gut freundlich
1646,1511,INC000009542192,4-Minor/Localized,4-Low,Service Request,EDA_S_Netzdrucker,"FW: Anschaffung Drucker GK Kapstadt (eigenes Budget, Drucker würden lokal gekauft und durch Budget GK bezahlt","liebe kolleginnen und kollegen     dürfen wir sie bitten, zu prüfen, ob ihrer meinung nach diese drucker mit der eda it-umgebung vor ort (gk kapstadt) kompatibel sind?  gerne erwarten wir ihren geschätzten bescheid. wir würden diese beiden drucker dann direkt vor ort kaufen und anschliessen. bevor wir dies tun werden, wollten wir jedoch mit ihnen rücksprache nehmen.     herzlichen grüsse  From: mathis verena eda mav  sent: monday, november 20, 2017 1:25 pm to: https://www.admin.ch> subject: fw: anschaffung drucker cpt     lieber rené     kannst du bitte mit bern schauen, ob dieses druckermodell mit unserem system kompatibel ist ? pretoria hat das ok zur anschaffung auf deren kosten erteilt.     danke und lg",Drucker___Multifunktionsgeräte_,anschaffung kapstadt budget lokal kaufen budget bezahlen kolleginnen prüfen meinung itumgebung kapstadt kompatibel erwarten geschätzt bescheid kaufen anschliessen rücksprache herzlich from mav sent monday subject anschaffung cpt schauen druckermodell system kompatibel pretoria anschaffung erteilen
1647,1510,INC000009541990,4-Minor/Localized,4-Low,Service Request,EDA_ANW_SAP Services,Analysis 2.7.5,"liebe kolleginnen und kollegen  habt ihr im e-gate diese info gesehen? mir ist nicht ganz klar, was es praktisch bedeute, wann genau bhn und ich betroffen sind und was zu tun ist.  falls ihr es besser versteht als ich, wäre ich für eine info dankbar.  beste grüsse",SAP_Online_Support,analysis kolleginnen egate praktisch bedeuten bhn betreffen verstehen dankbar
1648,1509,INC000009541073,4-Minor/Localized,4-Low,Service Request,EDA_S_Peripheriegeräte,Bereinigung Inventarliste Informatik Hardware,"liebe kolleginnnen und kollegen  im zusammenhang der bereinigung der inventarliste bin ich auf einen swissreader gestossen, die physisch nicht in nur-sultan vorhanden sind. es handelt sich dabei um folgenden swissreader:  0 1 2 3 provider_eda_system platform  eva  scanner  eva scanner swissreader 0 1 2 3 des weitern sollten gemäss dieser liste zwei pass-scanner von fujitsu vorhanden sein. weder ich noch mein kollege haben einen solchen physisch scanner gesehen. es handelt sich dabei um folgende scanner:  0 1 2 3 provider_eda_system platform  pass  scanner  pass-scanner fujitsu fi-4120c   0 1 2 3 provider_eda_system platform  pass  scanner  pass-scanner fujitsu fi-5120c    ein solcher scanner wird meiner meinung nach benötigt für das einscannen einer unterschrift eines nicht anwesenden elternteils bei der beantragung eines reiseausweises für minderjährige. wo genau kann ein solcher scanner bestellt werden?  vielen dank für eure unterstützung und mithilfe bei meiner aufräumaktionen.  gruss",,bereinigung inventarliste informatik hardware kolleginnnen zusammenhang bereinigung inventarliste swissreader gestossen physisch vorhanden handeln swissreader provider_eda_system platform scanner scanner swissreader weitern liste passscanner fujitsu vorhanden physisch scanner handeln scanner provider_eda_system platform pass scanner passscanner fujitsu provider_eda_system platform pass scanner passscanner fujitsu scanner meinung benötigen einscannen unterschrift anwesend elternteils beantragung reiseausweises minderjährige scanner bestellen unterstützung mithilfe aufräumaktionen gruss
